1000	1018	913	857	559	1000	881	817	671	241	54	49	49	49	48	48	49	49	48	48	47	49	49	47	49	49	48	49	48	49	48	48	48	49	47	49	48	49	49	47	49	49	48	47	49	48	49	48	48	49	48	49	49	49	48	49	47	49	49	48	47	49	48	49	48	48	49	48	49	48	49	48	48	47	49	49	48	47	49	48	49	49	47	49	48	49	48	49	48	48	47	49	49	49	48	49	48	49	49	47	49
1000	1018	850	730	439	153	61	51	54	55	54	54	52	52	51	50	48	49	50	49	49	50	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	50	49	49	49	49	49	49	49	49	49	48	49	48	49	49	48	49	49	48	49	49	48	49	48	49	49	48	49	49	48	49	49	48	48	49	49	48	49	49	48	49	48	49	49	48	49	49	48	49	48	49	49	48	49	49	48	49	49	48	49	48	49	49	48
